cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
18152,15877,438050,1066928,Advantage Bank,Oklahoma City,OK,73141,6/30/2015,8/16/2015,NM,8001 Ne 23rd Street,"SPENCER BANCSHARES, INC.",2,0,0,4,1,Oklahoma,36420,"Oklahoma City, OK",11/17/1913,2/15/1960,5/28/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.advantagebank.biz,1472,61,1411,20,275,0,225,0,50,1359,762,169,428,307,0,0,307,0,307,0,307,17,165,0,307
57072,0,2927615,0,Advantage Bank,Loveland,CO,80537,6/30/2015,8/16/2015,NM,1475 North Denver Avenue,,4,0,0,4,0,Larimer,22660,"Fort Collins, CO",9/21/2000,9/21/2000,5/29/2015,Stock,0,0,FDIC,DIF,Dallas,KANSAS CITY,Denver,Kansas City,Western,Western,0,1,http://www.advantagebanks.com,6248,572,5676,447,251,0,42,0,209,4264,1595,583,2086,1216,0,0,1216,0,1216,0,1216,84,0,0,1216
10375,14584,189549,3155273,Advantage Community Bank,Dorchester,WI,54425,6/30/2015,8/16/2015,NM,101 West Center Street,"ADVANTAGE COMMUNITY BANCSHARES, INC.",4,0,0,4,0,Clark,,,8/9/1906,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1,www.advantagecommunity.com,2349,257,2092,0,440,0,26,0,414,1494,907,256,331,1038,0,370,668,0,668,0,668,-9,425,0,668
34885,14544,965789,0,Affiliated Bank,Bedford,TX,76021,6/30/2015,8/16/2015,SA,500 Harwood Rd.,,4,0,0,4,0,Tarrant,19100,"Dallas-Fort Worth-Arlington, TX",1/1/1959,6/1/1998,7/21/2011,Stock,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.affiliatedbank.com,13445,1209,12236,600,5988,0,102,0,5886,11289,7908,1048,2333,6335,301,2280,4356,0,4356,0,4356,76,2000,123,4157.34
57264,0,3118447,3118456,Affinity Bank,Atlanta,GA,30328,6/30/2015,8/16/2015,NM,"5660 New Northside Drive, #","ABB FINANCIAL GROUP, INC.",1,0,0,4,0,Fulton,12060,"Atlanta-Sandy Springs-Roswell, GA",9/3/2002,9/3/2002,9/28/2010,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Atlanta,Atlanta,Southern,Southeast,0,1,http://www.myaffinitybank.com,4566,1326,3240,0,554,0,45,0,509,3059,1296,297,1466,735,0,0,735,0,735,0,735,378,0,0,735
35267,14939,2909330,0,AIG Federal Savings Bank,Wilmington,DE,19809,6/30/2015,8/16/2015,SA,"503 Carr Road, Suite 130",,1,0,0,5,0,New Castle,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/15/2000,5/15/2000,12/15/2014,Stock,0,1,OCC,DIF,New York,NEW YORK,Claymont,Philadelphia,Northeastern,Northeast,0,0,,26,0,26,0,2371,2348,0,0,23,1761,1347,45,369,636,0,53,583,0,583,0,583,0,0,0,583
3304,0,1006951,3183959,AIMBank,Littlefield,TX,79339,6/30/2015,8/16/2015,NM,337 Phelps Avenue,"AIM BANCSHARES, INC.",13,0,0,4,1,Lamb,,,9/19/1925,1/1/1934,1/23/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,http://www.aimbankonline.com,15162,1422,13740,1410,3011,0,1225,0,1786,10357,6035,1033,3289,4984,0,0,4984,0,4984,0,4984,24,3103,0,4984
35314,0,2877484,3047583,Alamerica Bank,Birmingham,AL,35205,6/30/2015,8/16/2015,NM,2170 Highland Avenue,"ALAMERICA BANCCORP, INC.",1,0,0,4,1,Jefferson,13820,"Birmingham-Hoover, AL",1/28/2000,1/28/2000,2/24/2011,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,http://alamericabank.com,790,142,648,0,163,0,61,0,102,886,365,146,375,-75,0,0,-75,0,-75,0,-75,814,0,0,-75
13947,0,869953,1061222,Alamosa State Bank,Alamosa,CO,81101,6/30/2015,8/16/2015,NM,2225 Main Street,"ALAMOSA BANCORPORATION, LTD.",2,0,0,8,1,Alamosa,,,3/1/1907,2/23/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.alamosastatebank.com,3622,173,3449,62,295,0,188,0,107,1878,1054,214,610,1804,0,0,1804,0,1804,0,1804,20,1173,0,1804
17230,0,2732,1208933,Albany Bank and Trust Company National Association,Chicago,IL,60625,6/30/2015,8/16/2015,N,3424 West Lawrence Avenue,ALBANK CORPORATION,4,0,0,4,0,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",6/27/1953,6/27/1953,3/31/2006,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.albanybank.com,7938,268,7670,450,406,42,272,0,92,5771,3409,728,1634,1855,0,755,1100,0,1100,0,1100,360,531,0,1100
34106,14711,2332666,3842630,Albina Community Bank,Portland,OR,97212,6/30/2015,8/16/2015,NM,2002 N.E Martin Luther King,"BENEFICIAL STATE BANCORP, INC.",5,0,0,4,0,Multnomah,38900,"Portland-Vancouver-Hillsboro, OR-WA",12/19/1995,12/19/1995,8/3/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1,http://www.albinabank.com,2805,116,2689,0,2255,0,196,0,2059,3118,1797,346,975,1826,87,0,1913,0,1913,0,1913,-672,0,0,1826
9831,0,414102,0,Alden State Bank,Alden,NY,14004,6/30/2015,8/16/2015,SM,13216 Broadway,,2,0,0,5,0,Erie,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",10/5/1916,1/1/1934,3/31/2006,Stock,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,WWW.ALDENSTATE.COM,5067,316,4751,329,727,0,285,0,442,3286,1885,284,1117,1863,0,635,1228,0,1228,0,1228,139,635,0,1228
17622,12071,388744,0,Alden State Bank,Alden,MI,49612,6/30/2015,8/16/2015,NM,Coy And Helena Streets,,4,0,0,4,0,Antrim,,,1/1/1934,6/22/1956,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Grand Rapids,Chicago,Central,Central,0,1,http://www.aldenbank.com,3789,210,3579,0,641,0,267,0,374,2393,1304,258,831,1827,0,531,1296,0,1296,0,1296,-132,349,0,1296
3931,10999,933256,2067007,"Alerus Financial, National Association",Grand Forks,ND,58201,6/30/2015,8/16/2015,N,401 Demers Avenue,ALERUS FINANCIAL CORPORATION,16,0,1,4,0,Grand Forks,24220,"Grand Forks, ND-MN",9/30/1933,1/1/1934,6/25/2014,Stock,0,1,OCC,DIF,Kansas City,KANSAS CITY,Grand Forks,Minneapolis,Central,West,0,1,http://www.alerus.com,27871,1578,26293,1350,50080,30658,801,0,18621,59090,35317,3799,19974,15933,-5,5333,10595,0,10595,0,10595,-1,1100,0,10598.35
13080,0,585235,1201989,"Algonquin State Bank, National Association",Algonquin,IL,60102,6/30/2015,8/16/2015,N,2400 Huntington Drive North,FIRST ALGONQUIN COMPANY,4,0,0,7,1,Mchenry,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3/3/1902,1/1/1934,3/31/2006,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,http://www.algonquinstatebank.com,1731,86,1645,0,235,6,74,0,155,2135,1183,334,618,-255,103,0,-152,0,-152,0,-152,38,0,0,-255
20093,16002,25357,0,All America Bank,Oklahoma City,OK,73128,6/30/2015,8/16/2015,NM,200 South Rockwell Avenue,,7,0,0,2,1,Oklahoma,36420,"Oklahoma City, OK",12/22/1969,12/22/1969,6/28/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.allamericabank.net,2490,279,2211,9,423,0,116,0,307,1985,1167,185,633,640,0,0,640,0,640,0,640,-6,727,0,640
6058,0,1829,1247419,Allegheny Valley Bank of Pittsburgh,Pittsburgh,PA,15201,6/30/2015,8/16/2015,NM,5137 Butler Street,"ALLEGHENY VALLEY BANCORP, INC.",9,0,0,4,0,Allegheny,38300,"Pittsburgh, PA",10/15/1900,1/1/1934,2/2/2007,Stock,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Cleveland,Northeastern,Northeast,0,1,http://www.avbpgh.com,7525,810,6715,175,1193,0,410,0,783,5660,2852,765,2043,2073,0,454,1619,0,1619,0,1619,140,800,0,1619
58629,0,3579589,3744239,Allegiance Bank Texas,Houston,TX,77040,6/30/2015,8/16/2015,NM,8727 W Sam Houston Pkwy N,"ALLEGIANCE BANCSHARES, INC.",18,0,0,4,0,Harris,26420,"Houston-The Woodlands-Sugar Land, TX",10/15/2007,10/15/2007,1/1/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,1,www.allegiancebanktexas.com,42664,3395,39269,2103,1809,0,684,0,1125,26907,17422,3134,6351,12068,0,4154,7914,0,7914,0,7914,36,0,0,7914
197,9807,493741,1138405,Alliance Bank,Francesville,IN,47946,6/30/2015,8/16/2015,NM,101 West Montgomery Street,ALLIANCE BANCORP,7,0,0,2,1,Pulaski,,,7/3/1930,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.myalliancebank.com,5210,318,4892,0,979,14,383,0,582,3874,2280,326,1268,1997,86,0,2083,0,2083,0,2083,-2,1200,0,1997
11569,10383,176464,2127068,Alliance Bank,Sulphur Springs,TX,75482,6/30/2015,8/16/2015,NM,100 Jefferson Street,"ALLIANCE BANCSHARES, INC.",11,0,0,4,1,Hopkins,,,6/16/1927,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.alliancebank.com,9655,1019,8636,0,4168,0,955,0,3213,10131,5579,1797,2755,2673,108,0,2781,0,2781,0,2781,80,1441,0,2673
10973,12291,166652,1127146,Alliance Bank,Lake City,MN,55041,6/30/2015,8/16/2015,NM,105 East Lyon Avenue,"ALLIANCE FINANCIAL SERVICES, INC.",10,0,0,4,1,Wabasha,40340,"Rochester, MN",1/1/1867,1/1/1934,2/21/2007,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.alliancebanks.com,11686,879,10807,0,3174,0,436,0,2738,8911,5527,945,2439,5070,0,0,5070,0,5070,0,5070,-342,11600,0,5070
12511,11730,21658,1126082,Alliance Bank,Mondovi,WI,54755,6/30/2015,8/16/2015,NM,245 South Eau Claire Street,"GEBSCO, INC.",5,0,0,2,1,Buffalo,,,1/1/1900,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Minneapolis,Central,Central,0,1,www.alliancebank.us,2855,363,2492,20,440,41,130,0,269,2301,1420,207,674,611,0,0,611,0,611,0,611,-47,814,0,611
34566,0,2619714,3253629,Alliance Bank,Cape Girardeau,MO,63701,6/30/2015,8/16/2015,NM,217 North Kingshighway,"ALLIANCE BANCSHARES, INC.",3,0,0,2,0,Cape Girardeau,16020,"Cape Girardeau, MO-IL",10/23/1997,10/23/1997,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,www.alliancebanking.com,3354,240,3114,120,483,0,121,0,362,2393,1406,235,752,1084,0,359,725,0,725,0,725,8,50,0,725
34930,0,2694944,2695727,Alliance Bank,Topeka,KS,66614,6/30/2015,8/16/2015,NM,3001 Southwest Wanamaker Rd,"NEW MILLENNIUM BANKSHARES, INC.",2,0,0,4,0,Shawnee,45820,"Topeka, KS",9/3/1998,9/3/1998,2/20/2009,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,http://www.alliancebankks.com,1746,152,1594,30,139,0,62,0,77,1309,743,126,440,394,0,147,247,0,247,0,247,-10,0,0,247
57733,0,3276543,3706684,Alliance Bank & Trust Company,Gastonia,NC,28054,6/30/2015,8/16/2015,NM,292 West Main Ave,AB&T FINANCIAL CORPORATION,6,0,0,4,0,Gaston,16740,"Charlotte-Concord-Gastonia, NC-SC",9/8/2004,9/8/2004,9/3/2008,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Charlotte,Richmond,Northeastern,Southeast,0,1,www.alliancebanknc.com,2727,529,2198,0,-26,0,102,0,-128,2876,1370,162,1344,-704,-3,-56,-651,0,-651,0,-651,568,0,7006,-648.24
15657,0,601658,3615441,Alliance Bank Central Texas,Waco,TX,76710,6/30/2015,8/16/2015,NM,4721 Bosque Blvd,"ABCT HOLDINGS, INC.",3,0,0,4,0,Mclennan,47380,"Waco, TX",3/16/1939,3/20/1939,1/11/2010,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,https://www.alliancebanktexas.com,3459,537,2922,0,353,0,157,0,196,3053,1706,369,978,222,59,0,281,0,281,0,281,5,0,0,222
57424,0,3177378,0,Alliance Banking Company,Winchester,KY,40391,6/30/2015,8/16/2015,NM,695 Bullion Boulevard,,1,0,0,8,0,Clark,30460,"Lexington-Fayette, KY",3/12/2003,3/12/2003,8/27/2014,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,www.alliancebankky.com,1094,197,897,267,103,0,31,0,72,1159,504,121,534,-426,0,0,-426,0,-426,0,-426,286,0,0,-426
1946,11748,35057,2352253,Alliant Bank,Madison,MO,65263,6/30/2015,8/16/2015,NM,101 East Broadway,"NEMO BANCSHARES, INC",5,0,0,2,1,Monroe,,,2/20/1888,1/1/1934,1/25/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,St. louis,Western,West,0,1,http://www.alliantbank.com,3090,393,2697,0,1020,0,209,0,811,2935,1673,301,961,782,0,0,782,0,782,0,782,2,406,0,782
91,0,28349,2576424,Allied Bank,Mulberry,AR,72947,6/30/2015,8/16/2015,SM,311 Main Street,ACME HOLDING COMPANY INC. EMPLOYEE STOCK OWNERSHIP PLAN,6,0,0,4,0,Crawford,22900,"Fort Smith, AR-OK",3/4/1902,1/1/1934,6/22/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Western,0,1,http://www.justbankit.com,1916,284,1632,0,195,0,133,0,62,2192,1107,268,817,-365,99,0,-266,0,-266,0,-266,718,0,0,-365
55130,0,2140348,3051580,"Allied First Bank,sb",Oswego,IL,60543,6/30/2015,8/16/2015,SB,3201 Orchard Rd,"ALLIED FIRST BANCORP, INC.",1,0,0,8,0,Kendall,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1/3/1994,9/1/2001,6/25/2007,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,http://www.alliedfirst.com,1871,330,1541,160,2380,0,70,0,2310,3028,1301,296,1431,733,0,298,435,0,435,0,435,503,0,0,435
4051,0,146056,3176559,AllNations Bank,Calumet,OK,73014,6/30/2015,8/16/2015,SM,114 East Main,"ALLNATIONS BANCORPORATION, INC.",2,0,0,2,0,Canadian,36420,"Oklahoma City, OK",1/1/1901,1/1/1934,6/22/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.anbok.com,820,54,766,90,83,0,47,0,36,646,241,177,228,113,1,28,86,0,86,0,86,86,0,0,85.25
57803,0,3284070,1562859,Ally Bank,Midvale,UT,84047,6/30/2015,8/16/2015,NM,6985 Union Park Ctr Suite 43,ALLY FINANCIAL INC.,2,0,1,4,0,Salt Lake,41620,"Salt Lake City, UT",8/2/2004,8/2/2004,12/31/2011,Stock,0,1,FDIC,DIF,San Francisco,NEW YORK,Salt Lake City,San Francisco,Western,West,0,0,http://www.ALLY.com,1464041,459067,1004974,27323,1625476,0,2366,0,1623110,1688150,82832,541,1604777,914977,-1041,340571,573365,0,573365,0,573365,69726,525000,0,574031.24
58424,0,3633173,0,Alma Bank,Astoria,NY,11102,6/30/2015,8/16/2015,NM,28-31 31st Street,,14,0,1,4,0,Queens,35620,"New York-Newark-Jersey City, NY-NJ-PA",9/12/2007,9/12/2007,4/20/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,http://www.almabank.com,20956,2906,18050,600,1800,0,1450,0,350,14898,7722,2952,4224,4352,0,1759,2593,0,2593,0,2593,-112,9,0,2593
15699,14102,6039,1081622,Alma Exchange Bank & Trust,Alma,GA,31510,6/30/2015,8/16/2015,NM,501 West 12th Street,SOUTH BANKING COMPANY,2,0,0,2,0,Bacon,,,10/1/1939,11/16/1939,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1,http://www.aebalma.com,1603,138,1465,30,208,0,226,0,-18,1568,795,161,612,75,0,26,49,0,49,0,49,89,0,0,49
15426,0,224552,0,Almena State Bank,Almena,KS,67622,6/30/2015,8/16/2015,NM,500 Main Street,,2,0,0,2,1,Norton,,,1/1/1934,10/3/1936,11/16/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,www.almenastatebank.com,983,55,928,30,144,0,24,0,120,867,479,115,273,175,0,14,161,0,161,0,161,-3,230,0,161
59060,0,4262543,0,AloStar Bank of Commerce,Birmingham,AL,35243,6/30/2015,8/16/2015,NM,"3680 Grandview Parkway, # 30",,1,0,0,4,0,Jefferson,13820,"Birmingham-Hoover, AL",4/15/2011,4/15/2011,6/30/2014,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,www.alostarbank.com,19439,2656,16783,-1320,3760,0,548,0,3212,15742,9006,713,6023,6121,228,2406,3943,0,3943,0,3943,1214,0,349,3797.08
23091,10415,260055,1061679,Alpine Bank,Glenwood Springs,CO,81601,6/30/2015,8/16/2015,NM,2200 Grand Avenue,ALPINE BANKS OF COLORADO,44,0,0,4,0,Garfield,,,4/1/1980,4/1/1980,7/12/2007,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://alpinebank.com,48359,807,47552,-1905,11861,1845,3124,294,6598,42941,24042,5564,13335,18377,-97,4777,13503,0,13588,-85,13503,-300,5200,0,13574.78
18545,13094,813947,1130098,Alpine Bank & Trust Co.,Rockford,IL,61107,6/30/2015,8/16/2015,SM,1700 N Alpine Rd,"ALPINE BANCORPORATION, INC.",19,0,0,4,1,Winnebago,40420,"Rockford, IL",6/25/1962,6/25/1962,7/12/2008,Stock,0,1,FED,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1,www.bankalpine.com,18150,1597,16553,0,10519,3533,1806,0,5180,20232,12442,2241,5549,6840,212,78,6974,0,6974,0,6974,146,5750,0,6764.12
35377,0,2889227,0,Alpine Capital Bank,New York,NY,10019,6/30/2015,8/16/2015,NM,"680 Fifth Avenue, 7th Floor",,1,0,0,4,1,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",3/1/2000,3/1/2000,5/26/2010,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,http://www.alpinecapitalbank.com,4181,286,3895,553,206,0,0,0,206,1982,1200,405,377,1566,1,116,1451,0,1451,0,1451,0,1260,0,1450.07
19590,0,199436,1081510,Altamaha Bank and Trust Company,Vidalia,GA,30474,6/30/2015,8/16/2015,NM,206 Jackson Street,"ALTAMAHA BANCSHARES, INC.",4,0,0,4,1,Toombs,,,5/16/1966,5/19/1966,1/25/2013,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1,http://www.altamahabank.com,3771,266,3505,75,631,0,396,0,235,3033,1793,359,881,1028,0,0,1028,0,1028,0,1028,57,877,0,1028
58275,0,3453737,4152505,AltaPacific Bank,Santa Rosa,CA,95403,6/30/2015,8/16/2015,SM,"3725 Westwind Blvd, # 100",ALTAPACIFIC BANCORP,4,0,0,4,0,Sonoma,42220,"Santa Rosa, CA",7/10/2006,7/10/2006,5/3/2014,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,www.apbconnect.com,10911,527,10384,0,548,0,22,0,526,6228,3548,643,2037,4704,0,1942,2762,0,2762,0,2762,-30,0,45,2762
1149,15588,50957,1247428,Alterra Bank,Leawood,KS,66211,6/30/2015,8/16/2015,SM,11300 Tomahawk Creek Pkwy,"FIRST BUSINESS FINANCIAL SERVICES, INC.",2,0,0,4,0,Johnson,28140,"Kansas City, MO-KS",1/1/1892,1/1/1934,7/10/2013,Stock,0,0,FED,DIF,Kansas City,CHICAGO,Kansas City,Kansas City,Western,Western,0,0,http://www.alterrabank.com,7168,588,6580,1132,2480,0,172,0,2308,4737,2982,430,1325,3191,0,1226,1965,0,1965,0,1965,23,0,68,1965
8276,0,881441,1491548,Alton Bank,Alton,MO,65606,6/30/2015,8/16/2015,NM,520 Broadway St,"ALTON BANCSHARES, INC.",2,0,0,2,1,Oregon,,,4/17/1924,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1,www.altonbank.com,1364,166,1198,10,176,0,137,0,39,833,565,94,174,531,2,0,533,0,533,0,533,64,180,0,531
27711,153,777870,0,Altoona First Savings Bank,Altoona,PA,16603,6/30/2015,8/16/2015,SB,203 North Logan Boulevard,,5,0,0,4,0,Blair,11020,"Altoona, PA",1/1/1927,3/31/1937,3/31/2006,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Philadelphia,Northeastern,Northeast,0,1,www.altoonabank.com,3909,665,3244,6,431,0,327,0,104,2726,1391,333,1002,943,0,327,616,0,616,0,616,3,0,0,616
10173,0,330453,1134247,Altura State Bank,Altura,MN,55910,6/30/2015,8/16/2015,NM,"411 Main Street, N.W.","SOUTHEAST MINNESOTA BANCSHARES, INC.",1,0,0,2,1,Winona,,,12/10/1910,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.alturastatebank.com,864,101,763,0,78,0,28,0,50,430,294,52,84,411,0,0,411,0,411,0,411,0,501,0,411
9465,9767,246956,3822687,Alva State Bank & Trust Company,Alva,OK,73717,6/30/2015,8/16/2015,NM,518 College Avenue,"GRACE INVESTMENT COMPANY, INC. ESOP, THE",4,0,0,2,1,Woods,,,9/10/1901,1/1/1934,6/27/2014,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,WWW.ALVASTATEBANK.COM,5556,578,4978,0,248,0,184,0,64,2562,1267,121,1174,2664,72,0,2736,0,2736,0,2736,-115,0,0,2664
622,9297,661308,4400336,Amalgamated Bank,New York,NY,10001,6/30/2015,8/16/2015,NM,275 Seventh Avenue,WORKERS UNITED,17,0,1,4,0,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",4/14/1923,1/1/1934,4/25/2014,Stock,0,1,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,0,http://WWW.AMALGAMATEDBANK.COM,60621,11871,48750,2471,12548,8316,2765,0,1467,57502,26689,13006,17807,1325,1821,699,2447,0,2447,0,2447,1313,0,0,1026.62
903,10892,397531,1020676,Amalgamated Bank of Chicago,Chicago,IL,60603,6/30/2015,8/16/2015,NM,One West Monroe Street,AMALGAMATED INVESTMENTS COMPANY,2,0,0,4,0,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",6/30/1922,1/1/1934,4/1/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.aboc.com,11140,318,10822,1080,41501,6496,1621,0,33384,18528,10349,176,8003,32715,-12,12741,19962,0,19962,0,19962,146,500,0,19969.68
14531,10978,353555,1107205,Amarillo National Bank,Amarillo,TX,79101,6/30/2015,8/16/2015,N,410 S Taylor,"AMARILLO NATIONAL BANCORP, INC.",19,0,0,4,1,Potter,11100,"Amarillo, TX",1/1/1892,1/1/1934,5/1/2010,Stock,0,1,OCC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,WWW.ANB.COM,66071,3533,62538,5550,22363,5713,3988,0,12662,43367,27013,4410,11944,35984,129,0,36113,0,36113,0,36113,6026,19466,0,35984
28701,2179,206174,0,Ambler Savings Bank,Ambler,PA,19002,6/30/2015,8/16/2015,SB,106 E Butler Ave,,8,0,0,5,0,Montgomery,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/1899,9/17/1936,10/14/2014,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.amblersav.com,5788,1226,4562,62,115,0,28,0,87,3159,1667,421,1071,1456,0,183,1273,0,1273,0,1273,32,0,0,1273
6423,9315,9807,2611718,Amboy Bank,Old Bridge,NJ,8857,6/30/2015,8/16/2015,SM,3590 Nj Highway 9 South,AMBOY BANCORPORATION,23,0,0,4,1,Middlesex,35620,"New York-Newark-Jersey City, NY-NJ-PA",5/12/1888,1/1/1934,6/2/2010,Stock,0,1,FED,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,www.amboybank.com,41000,8068,32932,-6000,3224,183,716,0,2325,30573,9561,2535,18477,11583,65,0,11648,0,11648,0,11648,218,1977,0,11583
24107,9518,676656,1027004,Amegy Bank National Association,Houston,TX,77027,6/30/2015,8/16/2015,N,4400 Post Oak Parkway,ZIONS BANCORPORATION,87,1,0,4,0,Harris,26420,"Houston-The Woodlands-Sugar Land, TX",10/18/1982,10/18/1982,9/5/2007,Stock,0,1,OCC,DIF,Dallas,SAN FRANCISCO,Houston,Dallas,Southern,West,0,0,www.amegybank.com,198243,2828,195415,25062,68852,2613,22126,2381,41732,192221,82120,15940,94161,46984,-254,14754,31976,0,31976,0,31976,-6821,7153,2504,32148.72
27267,0,1169650,0,Amerasia Bank,Flushing,NY,11355,6/30/2015,8/16/2015,NM,41-06 Main Street,,4,0,1,4,0,Queens,35620,"New York-Newark-Jersey City, NY-NJ-PA",6/20/1988,6/20/1988,4/1/2013,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.amerasiabankny.com,11122,1486,9636,0,547,0,165,0,382,3998,2458,605,935,6185,0,2315,3870,0,3870,0,3870,28,0,0,3870
29031,2798,700672,3017326,Ameriana Bank,New Castle,IN,47362,6/30/2015,8/16/2015,NM,2118 Bundy Avenue,AMERIANA BANCORP,15,0,0,4,0,Henry,,,1/1/1890,11/22/1935,6/10/2009,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.ameriana.com,8444,1185,7259,105,3072,0,679,0,2393,8382,4575,1219,2588,1844,0,484,1360,0,1360,0,1360,104,700,16,1360
