cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
1141,0,285151,0,The Colorado Bank and Trust Company of La Junta,La Junta,CO,81050,6/30/2015,8/16/2015,SM,301 Colorado Avenue,,2,0,0,8,0,Otero,,,1/1/1907,1/1/1934,3/31/2006,Stock,0,1,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,wwww.colobank.com,31,113728,23243,9411,36676,0,49004,1994,0,2662,175,0,1968,113728,104854,99710,63529,99710,80.63759163,3784,0,0,0,1360,8874,8874,0,550,1000,7324,0,806,0,497,95091,11197,111779.67,113820.5,57462,113395,0,0,0,0,6654,1868,0,0,13115,8885,734,13115,0
27244,9634,1189993,1117129,The Columbia Bank,Columbia,MD,21046,6/30/2015,8/16/2015,NM,7168 Columbia Gateway Drive,FULTON FINANCIAL CORPORATION,33,0,0,4,0,Howard,12580,"Baltimore-Columbia-Towson, MD",5/12/1988,5/12/1988,5/4/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,0,http://www.thecolumbiabank.com,249,2078569,34969,4795,430222,11860,1406999,20427,2020,14291,743,118997,58468,2078568,1778239,1654102,1086384,1654102,79.4396775,23083,2020,78882,0,20152,300329,300329,0,6568,279916,13845,0,13950,0,4751,1853876,767254,2099800,2104092.5,1542937,1988554,14494,14494,0,0,143946,12403,61000,5312,509703,188214,19304,509703,143919
3145,0,949556,2973238,The Comanche National Bank,Comanche,TX,76442,6/30/2015,8/16/2015,N,100 East Central Street,COMANCHE NATIONAL CORPORATION,7,0,0,2,0,Comanche,,,1/1/1889,1/1/1934,2/29/2008,Stock,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,http://www.comanchenational.com,82,329776,12442,7814,197469,0,102135,3064,0,5265,0,3815,8650,329776,289649,288182,232792,288182,76.19037709,0,0,0,0,1467,40127,40127,0,900,5238,33989,0,516,0,1672,307418,252264,336433.33,336397,136721,323428,6288,6288,0,0,44490,4444,0,0,12668,34588,1725,12668,0
58279,0,3433047,4721620,The Commerce Bank,Evansville,IN,47708,6/30/2015,8/16/2015,NM,20 Northwest Fourth Street,FIRST LIGHT BANCORP,1,0,0,4,0,Vanderburgh,21780,"Evansville, IN-KY",5/30/2006,5/30/2006,5/20/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Indianapolis,St. louis,Central,Central,0,1,http://www.bankwithcommerce.com,19,113079,24794,23455,2481,373,79991,1015,0,357,568,0,4515,113079,100805,89895,76396,89895,77.09598487,0,0,10500,0,410,12274,12274,0,7173,7082,-1981,0,331,0,211,106300,11582,108023,110651.5,82642,108694,2031,0,0,2031,16591,5405,10500,40,13626,11434,1015,13626,0
27298,0,1198641,1027004,"The Commerce Bank of Washington, National Association",Seattle,WA,98101,6/30/2015,8/16/2015,N,"601 Union St., Suite 3600",ZIONS BANCORPORATION,2,0,1,4,0,King,42660,"Seattle-Tacoma-Bellevue, WA",7/1/1988,7/1/1988,4/1/2015,Stock,0,0,OCC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,0,http://www.tcbwa.com,75,1028646,217827,200858,81449,4985,702423,9806,615,378,920,0,20049,1028646,915106,882470,439136,882470,38.75257373,22790,615,0,0,9231,113540,113540,2900,25152,13925,71563,0,2935,0,1400,989715,48535,998439.67,1012810,854625,988045,7445,7445,0,0,30160,4228,0,0,306735,115507,10684,306735,37857
9139,13066,189129,1967865,"The Commercial and Savings Bank of Millersburg, Ohio",Millersburg,OH,44654,6/30/2015,8/16/2015,SM,91 N Clay St,"CSB BANCORP, INC.",16,0,0,4,0,Holmes,,,1/1/1879,1/1/1934,10/15/2011,Stock,0,1,FED,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.csb1.com,163,622833,38916,23672,140898,0,410605,4656,0,8310,0,5530,18574,622833,564851,497683,356800,497683,85.7476659,51703,0,13738,0,1727,57982,57982,0,4000,11709,42273,0,3117,0,1426,575175,324369,622817.33,623899,434578,618526,9948,9948,0,0,66965,1125,13738,63,132366,53510,4664,132366,0
175,0,469737,1417418,The Commercial Bank,Crawford,GA,30630,6/30/2015,8/16/2015,NM,102 N. Church Street,"TCB BANCSHARES, INC.",3,0,0,4,1,Oglethorpe,12020,"Athens-Clarke County, GA",9/5/1924,1/1/1934,5/1/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Atlanta,Atlanta,Southern,Southeast,0,1,http://thecommercialbank.net,26,124035,6639,3538,32225,544,81807,2638,0,795,245,0,1780,124035,111227,102248,70967,102248,77.03884065,0,0,8500,0,479,12808,12808,0,217,3533,9058,0,1982,0,513,118114,36752,121150.67,122651,85862,124158,683,683,0,0,15630,34,8500,0,11954,12536,1093,11954,0
19595,0,491653,1104624,The Commercial Bank,Mason,TX,76856,6/30/2015,8/16/2015,NM,100 Moody Street,"COMMERCIAL COMPANY, INC.",1,0,0,2,0,Mason,,,4/4/1966,5/26/1966,6/17/2015,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,1,http://www.tcbmason.com,9,38423,2427,1873,12583,0,21902,167,0,1109,0,0,402,38423,35170,33520,21541,33520,87.98735197,0,0,1494,0,156,3253,3253,0,220,1380,1653,0,22,0,238,36358,16786,39060.67,39230,24538,39126,0,0,0,0,5004,268,1494,0,2418,3140,167,2418,0
14642,0,349129,1248742,The Commercial Bank,Honea Path,SC,29654,6/30/2015,8/16/2015,NM,4 Church Street,"COMMERCIAL BANK SHARES, INC.",7,0,0,7,1,Anderson,24860,"Greenville-Anderson-Mauldin, SC",5/14/1934,8/7/1934,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,www.thecommercialbanksc.com,46,168387,3979,862,81303,17438,60991,894,0,2958,199,0,1519,168387,144871,144334,114359,144334,90.92231295,0,0,0,0,537,23516,23516,0,500,7500,15516,0,761,0,796,160594,90380,165103.67,166910,68432,167229,278,278,0,0,2880,2351,0,0,8571,23206,856,8571,0
9356,11466,700430,1086739,The Commercial Bank,De Kalb,MS,39328,6/30/2015,8/16/2015,NM,175 Hopper Avenue,COMMERCIAL CAPITAL CORPORATION,5,0,0,8,0,Kemper,,,12/1/1914,1/1/1934,12/31/2010,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Jackson Ms,Atlanta,Southern,West,0,1,www.commercialbankms.com,52,126249,8624,5627,30250,450,74667,928,0,6251,1378,0,4629,126249,112896,108700,87009,108700,85.83502708,50,0,3712,0,434,13353,13353,0,202,9370,3781,0,553,0,471,110994,27288,129127.33,129009,94040,129779,2046,970,1076,0,5209,3329,3712,0,13628,12550,928,13628,0
10137,9476,812614,1071810,The Commercial Bank of Grayson,Grayson,KY,41143,6/30/2015,8/16/2015,NM,208 East Main Street,COMMERCIAL GRAYSON BANCSHARES INC.,3,0,0,7,0,Carter,,,1/1/1891,1/1/1934,5/3/2014,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,cbgrayson.com,62,175372,16014,7165,86810,0,68070,1133,0,1977,0,114,2387,175372,149555,148186,99306,148186,93.47408052,379,0,0,0,990,25817,25817,0,1000,7000,17817,0,364,0,891,162045,48254,171347,172797,94731,169853,0,0,0,0,1260,562,0,0,7233,25665,1133,7233,0
17975,0,522034,2581718,The Commercial Bank Of Ozark,Ozark,AL,36360,6/30/2015,8/16/2015,NM,208 South Merrick Avenue,"COMMERCIAL BANCSHARES OF OZARK, INC.",2,0,0,8,1,Dale,,,4/2/1959,4/2/1959,3/20/2013,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1,www.cbozark.com.,26,85567,10212,8613,33545,0,35797,483,0,1457,809,0,3747,85567,78577,77282,64180,77282,88.40207184,0,0,0,0,1295,6990,6990,0,450,1158,5382,0,1023,0,336,77955,29851,84810.33,85093.5,42537,85887,2780,2780,0,0,0,2714,0,0,1662,6880,483,1662,0
3110,0,42354,1103207,The Commercial National Bank of Brady,Brady,TX,76825,6/30/2015,8/16/2015,N,105 East Second Street,COMMERCIAL NATIONAL CORPORATION,2,0,0,8,1,Mcculloch,,,3/11/1907,1/1/1934,3/31/2006,Stock,0,1,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,http://cnbbrady.com,35,156606,10480,7249,67758,0,71463,999,0,2136,0,0,4769,156606,138921,138720,102301,138720,69.95696708,0,0,0,0,201,17685,17685,0,150,710,16825,0,35,0,919,146470,53405,156210,157495.5,81462,154852,3326,3326,0,0,1050,2467,0,0,6736,17124,999,6736,0
2291,13326,533928,2300012,The Commercial Savings Bank,Upper Sandusky,OH,43351,6/30/2015,8/16/2015,NM,118 South Sandusky Avenue,"COMMERCIAL BANCSHARES, INC.",7,0,0,4,0,Wyandot,,,6/8/1920,1/1/1934,12/20/2007,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,http://www.csbanking.com,83,326321,18177,13036,12459,1088,273900,4096,0,5824,947,0,13926,326321,291771,288206,231360,288206,84.90290488,0,0,1633,0,1932,34550,34550,0,3476,4021,27053,0,1113,0,1206,300483,186340,333936.67,332712.5,274724,336485,9026,9026,0,0,6812,1973,1633,0,47485,34354,3442,47485,0
34666,52580,2621940,2621913,The Community Bank,Liberal,KS,67901,6/30/2015,8/16/2015,NM,2320 North Kansas Avenue,LIGHT BANCSHARES CORPORATION,2,0,0,4,0,Seward,,,4/6/1998,4/6/1998,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,1,www.communitybankliberal.com,23,105049,5572,3464,32522,0,61792,1055,0,1607,8,0,3548,105050,94041,93049,65829,93049,84.82995756,0,0,0,0,992,11009,11009,0,1820,1820,7369,0,19,0,463,97778,8685,105177.33,106040.5,72737,104155,2128,18,989,1121,14057,854,0,0,12962,10798,911,12962,0
58517,0,3479018,3554988,The Community Bank,Bridgeport,TX,76426,6/30/2015,8/16/2015,NM,507 U S Hwy 380,"COMMUNITY BANCSHARES, INC.",1,0,0,4,0,Wise,19100,"Dallas-Fort Worth-Arlington, TX",6/6/2007,6/6/2007,10/7/2007,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.onlinewithtcb.com,17,74082,24575,7027,11522,100,35461,207,0,2166,0,0,258,74082,68061,67998,51331,67998,63.06364585,0,0,0,0,63,6021,6021,0,3000,3322,-301,0,155,0,164,54110,9947,71727.67,72985,39727,72564,0,0,0,0,5076,1930,0,0,4356,5994,207,4356,0
5981,13010,729011,1249682,The Community Bank,Zanesville,OH,43701,6/30/2015,8/16/2015,NM,113 North Fifth Street,"COMMUNITYBANC, INC.",8,0,0,4,0,Muskingum,,,7/28/1902,1/1/1934,12/9/2009,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.thecombank.com,111,386785,11770,1000,88342,6983,255578,4551,0,9828,30,2212,12042,386785,354791,348831,296494,348831,74.19113923,0,0,4352,0,1608,31994,31994,0,620,16000,15374,0,3371,409,1323,351903,270949,383616.67,386123,308832,385887,7804,7804,0,0,6853,1692,4352,277,47780,31759,3869,47780,0
20279,13947,706254,1060243,The Community State Bank,Poteau,OK,74953,6/30/2015,8/16/2015,SM,1409 North Broadway,FIRST POTEAU CORPORATION,5,0,0,2,1,Le Flore,22900,"Fort Smith, AR-OK",10/19/1970,10/19/1970,6/17/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,www.thecommunitysb.com,91,225829,6256,148,39303,2867,163926,1719,0,7633,712,655,4477,225829,205197,194654,148899,194654,92.18832504,0,0,9935,0,608,20632,20632,0,853,3979,15800,0,817,0,1969,206244,90641,227753.33,230655,171364,228751,0,0,0,0,5215,311,9935,0,16553,20579,1719,16553,0
12591,0,72258,1059975,The Converse County Bank,Douglas,WY,82633,6/30/2015,8/16/2015,NM,332 Walnut Street,CONVERSE COUNTY CAPITAL CORPORATION,1,0,0,5,1,Converse,,,1/1/1918,1/1/1934,7/28/2015,Stock,0,1,FDIC,DIF,San Francisco,SAN FRANCISCO,Billings,Kansas City,Western,West,0,1,www.conversecountybank.com,64,509397,39708,37714,312258,0,145939,2590,0,3800,0,0,7692,509397,464009,462936,366655,462936,57.54747942,0,0,0,0,1073,45388,45388,0,100,9500,35788,0,0,0,2464,495911,94521,506274.33,509285,207317,511907,0,0,0,0,76906,978,0,2107,34218,42408,2590,34218,0
2102,0,631422,1134108,The Conway National Bank,Conway,SC,29526,6/30/2015,8/16/2015,N,1400 Third Avenue,CNB CORPORATION,15,0,0,9,0,Horry,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1/1/1914,1/1/1934,6/1/2010,Stock,0,1,OCC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,www.conwaynationalbank.com,247,1029096,66887,42903,464218,15000,444970,8747,0,19392,6026,0,12603,1029096,929824,842660,643612,842660,82.26224799,82900,0,0,0,4264,99272,99272,0,1936,1936,95400,0,7920,0,3556,967091,117207,1001696,1011334.5,549931,1011816,3684,3684,0,0,177129,1399,0,0,45175,98728,6897,45175,0
26922,8441,714978,0,The Cooperative Bank,Roslindale,MA,2131,6/30/2015,8/16/2015,SB,40 Belgrade Avenue,,3,0,0,4,0,Suffolk,14460,"Boston-Cambridge-Newton, MA-NH",1/1/1898,3/18/1987,3/19/2014,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1,http://www.thecooperativebank.com,52,311280,9554,8423,38007,921,243480,1947,0,7492,0,561,11265,311280,278874,261322,208897,261322,82.23685721,0,0,16000,0,1552,32406,32406,0,0,0,32406,0,4604,0,702,290831,89955,307682.33,310789,200350,310201,7439,5007,2432,0,23781,510,16000,0,37511,32324,2092,37511,0
9374,0,107459,0,The Corder Bank,Corder,MO,64021,6/30/2015,8/16/2015,NM,227 North Lafayette Street,,1,0,0,2,0,Lafayette,28140,"Kansas City, MO-KS",9/10/1891,1/1/1934,8/12/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.corderbank.com,5,18454,3642,3183,2436,405,11753,211,0,8,61,0,149,18454,16650,16570,14358,16570,97.34604017,0,0,0,0,80,1804,1804,0,60,200,1544,0,523,0,109,17777,2084,18759.33,18815,11132,18650,0,0,0,0,568,431,0,0,667,1784,140,667,0
12980,15996,560214,0,The Corn City State Bank,Deshler,OH,43516,6/30/2015,8/16/2015,SM,120 West Main Street,,1,0,0,8,1,Henry,,,10/11/1911,1/1/1934,3/31/2006,Stock,0,0,FED,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.corncitystatebank.com,8,62408,4393,3440,30326,0,26838,213,0,372,0,0,479,62408,52638,49589,44055,49589,84.68299567,0,0,3000,0,49,9770,9770,0,375,625,8770,0,0,0,200,60604,34731,62294.33,62818,23033,64644,0,0,0,0,5600,1655,3000,0,2362,9770,426,2362,0
9388,0,312356,0,The Corner Stone Bank,South West City,MO,64863,6/30/2015,8/16/2015,NM,117 North Main,,4,0,0,2,1,Mcdonald,22220,"Fayetteville-Springdale-Rogers, AR-MO",1/1/1898,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,Kansas City,Western,West,0,1,www.thecornerstonebank.net,49,136226,7913,6243,25075,0,99372,2075,0,1768,518,0,1580,136226,120159,115186,96487,115186,95.22159165,3000,0,1553,0,420,16067,16067,0,100,900,15067,0,2582,0,1356,130690,24007,134133.33,135682.5,93314,135489,0,0,0,0,10406,347,1553,0,5748,16033,1177,5748,0
2281,12831,846619,1130931,The Cortland Savings and Banking Company,Cortland,OH,44410,6/30/2015,8/16/2015,SM,194 West Main Street,CORTLAND BANCORP,12,0,0,4,0,Trumbull,49660,"Youngstown-Warren-Boardman, OH-PA",1/1/1892,1/1/1934,3/31/2006,Stock,0,1,FED,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,WWW.CORTLAND-BANKS.COM,152,565093,9344,1773,156452,0,355193,5454,7955,8208,0,0,27941,565093,513255,448341,353258,448341,82.20932488,5483,0,46000,6000,7431,51838,51838,0,2150,5375,44313,0,5280,290,1757,521373,375522,560924,558743,428832,556416,13902,8879,1198,3825,72599,4770,46000,2774,65982,51378,11373,65982,15523
28063,827,835079,0,The Covington Savings and Loan Association,Covington,OH,45318,6/30/2015,8/16/2015,SA,117 North High Street,,3,0,0,8,0,Miami,19380,"Dayton, OH",1/1/1886,10/8/1936,11/1/2012,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,www.covingtonsavingsandloan.com,18,65627,10083,9522,26947,0,26720,232,0,489,0,0,1388,65627,55803,55529,50566,55529,94.30747897,0,0,0,0,274,9824,9824,0,10,0,9814,0,37,0,140,63189,21782,64348.67,65115.5,27148,66211,0,0,0,0,0,937,0,0,743,9782,232,743,0
12298,0,370954,2591267,The Cowboy Bank of Texas,Maypearl,TX,76064,6/30/2015,8/16/2015,NM,100 Main Street,"MAYPEARL BANCSHARES, INC.",1,0,0,8,1,Ellis,19100,"Dallas-Fort Worth-Arlington, TX",1/1/1930,1/1/1934,10/31/2007,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.cowboybank.com,16,62530,4786,3960,9011,0,47326,449,0,861,0,0,546,62530,56289,56162,43221,56162,87.96760989,0,0,0,0,127,6241,6241,0,100,1700,4441,0,407,0,323,60297,12528,61122,61528.5,42083,61785,0,0,0,0,2009,606,0,0,9498,6197,449,9498,0
13341,11371,362717,1071726,The Croghan Colonial Bank,Fremont,OH,43420,6/30/2015,8/16/2015,SM,323 Croghan Street,"CROGHAN BANCSHARES, INC.",17,0,0,4,0,Sandusky,,,7/25/1888,1/1/1934,12/7/2013,Stock,0,1,FED,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,http://www.croghan.com,205,776058,23813,6230,194142,0,492759,4256,0,10173,584,27254,27333,776058,678781,651213,507038,651213,83.67836484,17326,0,5773,0,4469,97277,97277,0,2003,75854,19420,0,2641,0,2875,693131,335524,776860.33,776145.5,536038,750895,17232,11150,6082,0,31296,2028,5773,0,116250,71365,4256,116250,0
17589,0,1011852,0,The Culbertson Bank,Culbertson,NE,69024,6/30/2015,8/16/2015,NM,318 Taylor St,,1,0,0,2,0,Hitchcock,,,9/1/1886,4/27/1956,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1,,5,15910,1964,1274,8386,0,5354,160,0,34,0,0,172,15910,13808,13777,10742,13777,92.63425254,0,0,0,0,31,2102,2102,0,100,1300,702,0,0,0,146,15014,6979,15840.67,15858.5,7773,15795,0,0,0,0,401,17,0,0,0,2102,98,0,0
5033,11837,47247,3726196,The Dart Bank,Mason,MI,48854,6/30/2015,8/16/2015,NM,368 South Park Street,DART FINANCIAL CORPORATION,3,0,0,4,0,Ingham,29620,"Lansing-East Lansing, MI",5/1/1925,1/1/1934,7/1/2008,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1,www.dartbank.com,126,305895,27543,17833,68976,0,186883,4101,0,4963,0,881,16649,305895,274378,233905,173799,233905,90.48807484,0,0,38100,0,2373,31517,31517,0,3000,19000,9517,0,1902,0,1074,273692,124939,297344,300845.5,200270,298009,7404,7404,0,0,13597,0,38100,14589,26184,30736,2523,26184,20852
16940,13580,616410,2497462,The Delaware County Bank and Trust Company,Lewis Center,OH,43035,6/30/2015,8/16/2015,NM,110 Riverbend Avenue,DCB FINANCIAL CORP,16,0,0,4,0,Delaware,18140,"Columbus, OH",10/7/1950,10/7/1950,7/17/2013,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,http://www.webdcb.com,150,542280,46951,36260,78976,0,378000,4164,0,9300,808,3,28242,542280,496006,471806,352449,471806,76.40470867,0,0,4717,0,19483,46274,46274,0,1424,38093,6757,0,1933,0,1461,493236,240518,526644.67,531907.5,360998,530320,20434,20434,0,0,12679,5212,4717,0,135764,45780,4164,135764,0
7025,15381,236603,2263331,The Delaware National Bank of Delhi,Delhi,NY,13753,6/30/2015,8/16/2015,N,124 Main Street,DELHI BANK CORP.,4,0,0,7,0,Delaware,,,1/1/1839,1/1/1934,3/31/2006,Stock,0,1,OCC,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,www.dnbd.net,53,279886,41952,38998,129807,0,95896,766,0,3028,268,0,8935,279886,253854,250639,216149,250639,80.62654773,0,0,247,0,2968,26032,25977,0,770,770,24437,55,1818,0,1132,264701,157270,283014.67,283553.5,103270,281881,5759,5759,0,0,13521,1545,0,0,15606,25614,811,15606,0
15305,12004,869551,1058286,The Denison State Bank,Holton,KS,66436,6/30/2015,8/16/2015,NM,421 New York Avenue,"DENISON BANCSHARES, INC. OF HOLTON",5,0,0,2,1,Jackson,45820,"Topeka, KS",1/1/1901,11/19/1935,2/22/2008,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,http://www.dsbks.com,70,302492,4431,601,101986,0,180442,4229,0,3570,371,0,11692,302492,265129,249676,218303,249676,81.21474863,0,0,15040,0,413,37363,37363,0,300,6050,31013,0,5193,0,2288,283029,98763,302131,303163.5,213629,302684,8424,8424,0,0,9380,715,15040,342,29603,36690,2690,29603,342
12425,0,981350,0,The Dickinson County Bank,Enterprise,KS,67441,6/30/2015,8/16/2015,NM,101 South Factory Street,,1,0,0,8,1,Dickinson,,,6/2/1894,1/1/1934,4/25/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,http://www.dcbonline.net,4,11331,1868,1635,760,1551,6687,143,0,80,212,0,173,11331,10125,10109,7620,10109,99.12011864,0,0,0,0,16,1206,1206,0,50,500,656,0,145,0,84,10633,4264,11123.67,11297.5,5768,11349,0,0,0,0,252,176,0,0,370,1177,73,370,0
9888,10146,56717,2065432,The Dime Bank,Honesdale,PA,18431,6/30/2015,8/16/2015,NM,820-822 Church Street,"DIMECO, INC",8,0,0,4,0,Wayne,,,1/1/1906,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,www.thedimebank.com,132,610149,10219,4109,103538,499,452282,8853,0,9486,4633,563,28929,610149,545142,489745,412403,489745,81.3767446,33573,0,17263,0,4561,65007,65007,0,333,1756,62918,0,17230,0,1780,560428,318494,607615,606037.5,518140,606273,14955,11352,0,3603,75409,13986,17263,0,54776,64259,6506,54776,0
16012,13383,924405,0,The Dime Svgs. Bank of Williamsburgh,Brooklyn,NY,11211,6/30/2015,8/16/2015,SB,209 Havemeyer Street,,25,0,0,4,0,Kings,35620,"New York-Newark-Jersey City, NY-NJ-PA",6/1/1864,7/1/1943,6/30/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.dime.com,380,4626794,67636,36472,5300,0,4288043,18553,0,24062,148,55931,185674,4626794,4155161,3078045,2725766,3078045,89.7796145,0,0,1036947,0,40169,471633,471633,0,1,205303,266329,0,2434,0,12423,4329815,1501452,4557852,4596496.5,3418479,4489391,83831,83831,0,0,593204,0,1033725,333,212430,425334,18578,212430,0
17959,0,63050,0,The Dolores State Bank,Dolores,CO,81323,6/30/2015,8/16/2015,NM,101 South 6th Street,,2,0,0,8,0,Montezuma,,,1/5/1959,1/5/1959,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,www.mydsb.com,32,166225,9462,6641,60964,0,85727,1195,0,5469,54,0,4549,166225,146427,143405,105503,143405,84.2626357,0,0,0,0,3022,19798,19798,0,200,2150,17448,0,440,0,939,153332,63430,162838,165950,84099,165511,2931,2931,0,0,2788,408,0,0,10219,19373,1053,10219,0
11891,0,753856,2126669,The Donley County State Bank,Clarendon,TX,79226,6/30/2015,8/16/2015,NM,201 South Kearney,"DONLEY COUNTY BANCSHARES, INC.",1,0,0,2,1,Donley,,,1/1/1906,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,donleybank.com,10,38568,18262,10992,9542,1500,8712,280,0,10,0,0,542,38568,31318,31187,24725,31187,91.68520048,0,0,0,0,131,7250,7250,0,400,1000,5850,0,6,0,191,30746,1610,39063.33,38849,33465,40419,0,0,0,0,1847,450,0,0,863,7233,280,863,0
3178,0,583754,0,The Dublin National Bank,Dublin,TX,76446,6/30/2015,8/16/2015,N,128 South Patrick Street,,1,0,0,2,0,Erath,,,1/31/1892,1/1/1934,6/15/2015,Stock,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.dublinnationalbank.com,12,35476,8361,4957,19968,0,6846,187,0,65,0,0,236,35476,31715,31664,22233,31664,81.53025136,0,0,0,0,51,3761,3761,0,200,600,2961,0,13,0,87,31771,4982,33520,33963.5,10610,33455,0,0,0,0,0,95,0,0,121,3759,133,121,0
16125,0,775054,3189894,The Eastern Colorado Bank,Cheyenne Wells,CO,80810,6/30/2015,8/16/2015,NM,10 First Street South,"WEED INVESTMENT GROUP, INC.",6,0,1,2,1,Cheyenne,,,3/1/1944,3/1/1944,12/1/2012,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.yourfriendlybank.com,63,343463,6792,1426,81989,0,233834,2765,0,5200,1965,3966,9717,343463,308277,265041,196300,265041,76.82728606,2655,0,40108,0,473,35186,35186,0,261,20921,14004,0,305,0,2957,317249,172845,340337.33,341565,265874,335238,4375,2894,0,1481,17908,6955,40108,0,50541,31878,2765,50541,0
4156,13689,849450,1064858,The Eastman National Bank of Newkirk,Newkirk,OK,74647,6/30/2015,8/16/2015,N,102 South Main Street,"EASTMAN NATIONAL BANCSHARES, INC.",4,0,0,4,0,Kay,,,1/1/1893,1/1/1934,3/31/2006,Stock,0,0,OCC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,http://www.eastmannational.com,60,256784,24268,18241,68081,735,158532,2572,0,2014,24,0,3130,256784,231163,218223,137293,218223,67.49190116,12504,0,0,0,436,25621,25621,0,500,4004,21117,0,716,0,1117,245589,70841,244376.67,252457,159135,247383,0,0,0,0,13302,6117,0,0,44791,24572,2004,44791,0
